Number	Orthogroup	REFgene	Alignment
2560	OG0003102	Pa_2_2020	alignments/orthologs2560.fas
8160	OG0008726	Pa_7_8400	alignments/orthologs8160.fas
2662	OG0003204	Pa_2_3130	alignments/orthologs2662.fas
1978	OG0002519	Pa_1_22070	alignments/orthologs1978.fas
1494	OG0002032	Pa_1_16750	alignments/orthologs1494.fas
2450	OG0002991	Pa_2_845	alignments/orthologs2450.fas
2237	OG0002778	Pa_1_780	alignments/orthologs2237.fas
5873	OG0006432	Pa_5_12810	alignments/orthologs5873.fas
672	OG0001208	Pa_1_8090	alignments/orthologs0672.fas
6316	OG0006877	Pa_5_6390	alignments/orthologs6316.fas
3179	OG0003725	Pa_2_8780	alignments/orthologs3179.fas
679	OG0001215	Pa_1_8150	alignments/orthologs0679.fas
6888	OG0007450	Pa_6_6120	alignments/orthologs6888.fas
2613	OG0003155	Pa_2_2580	alignments/orthologs2613.fas
2092	OG0002633	Pa_1_23260	alignments/orthologs2092.fas
743	OG0001279	Pa_1_8770	alignments/orthologs0743.fas
2212	OG0002753	Pa_1_24600	alignments/orthologs2212.fas
5281	OG0005836	Pa_4_7700	alignments/orthologs5281.fas
7169	OG0007733	Pa_6_510	alignments/orthologs7169.fas
2042	OG0002583	Pa_1_22740	alignments/orthologs2042.fas
4976	OG0005530	Pa_4_9660	alignments/orthologs4976.fas
8519	OG0009086	Pa_7_1030	alignments/orthologs8519.fas
5925	OG0006485	Pa_5_3840	alignments/orthologs5925.fas
3937	OG0004485	Pa_3_3170	alignments/orthologs3937.fas
1421	OG0001958	Pa_1_15980	alignments/orthologs1421.fas
6455	OG0007016	Pa_5_9240	alignments/orthologs6455.fas
6077	OG0006637	Pa_5_5520	alignments/orthologs6077.fas
3768	OG0004315	Pa_3_1140	alignments/orthologs3768.fas
3364	OG0003910	Pa_2_10970	alignments/orthologs3364.fas
5306	OG0005861	Pa_4_7460	alignments/orthologs5306.fas
7032	OG0007596	Pa_6_2000	alignments/orthologs7032.fas
4628	OG0005178	Pa_3_10450	alignments/orthologs4628.fas
7350	OG0007914	Pa_0_70	alignments/orthologs7350.fas
1861	OG0002399	Pa_1_20510	alignments/orthologs1861.fas
4124	OG0004672	Pa_3_5150	alignments/orthologs4124.fas
5334	OG0005889	Pa_4_7190	alignments/orthologs5334.fas
4668	OG0005218	Pa_3_11190	alignments/orthologs4668.fas
698	OG0001234	Pa_1_8340	alignments/orthologs0698.fas
1299	OG0001835	Pa_1_14660	alignments/orthologs1299.fas
1445	OG0001982	Pa_1_16275	alignments/orthologs1445.fas
6591	OG0007152	Pa_5_10900	alignments/orthologs6591.fas
8394	OG0008961	Pa_7_10900	alignments/orthologs8394.fas
549	OG0001085	Pa_1_6815	alignments/orthologs0549.fas
2738	OG0003280	Pa_2_3920	alignments/orthologs2738.fas
2195	OG0002736	Pa_1_24360	alignments/orthologs2195.fas
7374	OG0007938	Pa_6_8410	alignments/orthologs7374.fas
3624	OG0004170	Pa_2_14050	alignments/orthologs3624.fas
1676	OG0002214	Pa_1_18600	alignments/orthologs1676.fas
8282	OG0008849	Pa_7_9690	alignments/orthologs8282.fas
3898	OG0004445	Pa_3_2790	alignments/orthologs3898.fas
3980	OG0004528	Pa_3_3670	alignments/orthologs3980.fas
5335	OG0005890	Pa_4_7170	alignments/orthologs5335.fas
946	OG0001482	Pa_1_10980	alignments/orthologs0946.fas
2492	OG0003034	Pa_2_1270	alignments/orthologs2492.fas
3677	OG0004224	Pa_3_90	alignments/orthologs3677.fas
4680	OG0005230	Pa_3_11000	alignments/orthologs4680.fas
2267	OG0002808	Pa_1_520	alignments/orthologs2267.fas
5702	OG0006258	Pa_5_1880	alignments/orthologs5702.fas
3500	OG0004046	Pa_2_12370	alignments/orthologs3500.fas
5485	OG0006041	Pa_4_5390	alignments/orthologs5485.fas
6002	OG0006562	Pa_5_4650	alignments/orthologs6002.fas
6641	OG0007203	Pa_6_11660	alignments/orthologs6641.fas
4898	OG0005452	Pa_4_2360	alignments/orthologs4898.fas
2611	OG0003153	Pa_2_2560	alignments/orthologs2611.fas
8213	OG0008779	Pa_7_9000	alignments/orthologs8213.fas
4084	OG0004632	Pa_3_4730	alignments/orthologs4084.fas
212	OG0000747	Pa_1_3270	alignments/orthologs0212.fas
3528	OG0004074	Pa_2_12665	alignments/orthologs3528.fas
2187	OG0002728	Pa_1_24270	alignments/orthologs2187.fas
4999	OG0005553	Pa_4_9810	alignments/orthologs4999.fas
6417	OG0006978	Pa_5_8820	alignments/orthologs6417.fas
5636	OG0006192	Pa_5_2610	alignments/orthologs5636.fas
1974	OG0002515	Pa_1_22010	alignments/orthologs1974.fas
7359	OG0007923	Pa_6_8190	alignments/orthologs7359.fas
6844	OG0007406	Pa_6_5670	alignments/orthologs6844.fas
2488	OG0003030	Pa_2_1240	alignments/orthologs2488.fas
3931	OG0004479	Pa_3_3110	alignments/orthologs3931.fas
6008	OG0006568	Pa_5_4740	alignments/orthologs6008.fas
8332	OG0008899	Pa_7_10260	alignments/orthologs8332.fas
3322	OG0003868	Pa_2_10500	alignments/orthologs3322.fas
8476	OG0009043	Pa_7_1540	alignments/orthologs8476.fas
2612	OG0003154	Pa_2_2570	alignments/orthologs2612.fas
4748	OG0005299	Pa_4_590	alignments/orthologs4748.fas
172	OG0000707	Pa_1_2800	alignments/orthologs0172.fas
2343	OG0002884	Pa_0_1060	alignments/orthologs2343.fas
7192	OG0007756	Pa_6_260	alignments/orthologs7192.fas
7468	OG0008032	Pa_6_9540	alignments/orthologs7468.fas
6176	OG0006736	Pa_5_11890	alignments/orthologs6176.fas
3927	OG0004475	Pa_3_3080	alignments/orthologs3927.fas
3747	OG0004294	Pa_3_860	alignments/orthologs3747.fas
6050	OG0006610	Pa_5_5190	alignments/orthologs6050.fas
8566	OG0009133	Pa_7_510	alignments/orthologs8566.fas
202	OG0000737	Pa_1_3160	alignments/orthologs0202.fas
2280	OG0002821	Pa_1_320	alignments/orthologs2280.fas
1522	OG0002060	Pa_1_17040	alignments/orthologs1522.fas
4412	OG0004961	Pa_3_8190	alignments/orthologs4412.fas
4349	OG0004898	Pa_3_7520	alignments/orthologs4349.fas
271	OG0000807	Pa_1_3840	alignments/orthologs0271.fas
4564	OG0005114	Pa_3_9740	alignments/orthologs4564.fas
7762	OG0008327	Pa_7_2870	alignments/orthologs7762.fas
6363	OG0006924	Pa_5_8260	alignments/orthologs6363.fas
3922	OG0004470	Pa_3_3040	alignments/orthologs3922.fas
3774	OG0004321	Pa_3_1200	alignments/orthologs3774.fas
389	OG0000925	Pa_1_5160	alignments/orthologs0389.fas
4749	OG0005300	Pa_4_610	alignments/orthologs4749.fas
3555	OG0004101	Pa_2_12940	alignments/orthologs3555.fas
6872	OG0007434	Pa_6_5920	alignments/orthologs6872.fas
8196	OG0008762	Pa_7_8790	alignments/orthologs8196.fas
4435	OG0004984	Pa_3_8450	alignments/orthologs4435.fas
7389	OG0007953	Pa_6_8580	alignments/orthologs7389.fas
205	OG0000740	Pa_1_3190	alignments/orthologs0205.fas
6005	OG0006565	Pa_5_4690	alignments/orthologs6005.fas
5585	OG0006141	Pa_4_4300	alignments/orthologs5585.fas
5348	OG0005903	Pa_4_7030	alignments/orthologs5348.fas
7982	OG0008548	Pa_7_6380	alignments/orthologs7982.fas
339	OG0000875	Pa_1_4515	alignments/orthologs0339.fas
3861	OG0004408	Pa_3_2460	alignments/orthologs3861.fas
6537	OG0007098	Pa_5_11650	alignments/orthologs6537.fas
3040	OG0003586	Pa_2_7270	alignments/orthologs3040.fas
2966	OG0003511	Pa_2_6490	alignments/orthologs2966.fas
2073	OG0002614	Pa_1_23080	alignments/orthologs2073.fas
3442	OG0003988	Pa_2_11770	alignments/orthologs3442.fas
6945	OG0007507	Pa_6_3170	alignments/orthologs6945.fas
6032	OG0006592	Pa_5_4970	alignments/orthologs6032.fas
2706	OG0003248	Pa_2_3560	alignments/orthologs2706.fas
2531	OG0003073	Pa_2_1710	alignments/orthologs2531.fas
7064	OG0007628	Pa_6_1630	alignments/orthologs7064.fas
4863	OG0005417	Pa_4_1980	alignments/orthologs4863.fas
558	OG0001094	Pa_1_6900	alignments/orthologs0558.fas
4351	OG0004900	Pa_3_7540	alignments/orthologs4351.fas
88	OG0000623	Pa_1_1980	alignments/orthologs0088.fas
7927	OG0008493	Pa_7_5670	alignments/orthologs7927.fas
5855	OG0006414	Pa_5_13010	alignments/orthologs5855.fas
7094	OG0007658	Pa_6_1320	alignments/orthologs7094.fas
6986	OG0007548	Pa_6_2740	alignments/orthologs6986.fas
2574	OG0003116	Pa_2_2170	alignments/orthologs2574.fas
5573	OG0006129	Pa_4_4415	alignments/orthologs5573.fas
8212	OG0008778	Pa_7_8990	alignments/orthologs8212.fas
2616	OG0003158	Pa_2_2620	alignments/orthologs2616.fas
1335	OG0001871	Pa_1_15060	alignments/orthologs1335.fas
6579	OG0007140	Pa_5_11130	alignments/orthologs6579.fas
7538	OG0008102	Pa_6_10530	alignments/orthologs7538.fas
1902	OG0002440	Pa_1_20970	alignments/orthologs1902.fas
978	OG0001514	Pa_1_11325	alignments/orthologs0978.fas
5963	OG0006523	Pa_5_4230	alignments/orthologs5963.fas
3600	OG0004146	Pa_2_13410	alignments/orthologs3600.fas
708	OG0001244	Pa_1_8440	alignments/orthologs0708.fas
292	OG0000828	Pa_1_4010	alignments/orthologs0292.fas
5599	OG0006155	Pa_5_3100	alignments/orthologs5599.fas
5403	OG0005958	Pa_4_6410	alignments/orthologs5403.fas
7051	OG0007615	Pa_6_1780	alignments/orthologs7051.fas
5578	OG0006134	Pa_4_4370	alignments/orthologs5578.fas
7561	OG0008125	Pa_6_10830	alignments/orthologs7561.fas
1956	OG0002496	Pa_1_21760	alignments/orthologs1956.fas
5877	OG0006436	Pa_5_12700	alignments/orthologs5877.fas
5613	OG0006169	Pa_5_2920	alignments/orthologs5613.fas
856	OG0001392	Pa_1_10010	alignments/orthologs0856.fas
6897	OG0007459	Pa_6_3660	alignments/orthologs6897.fas
1254	OG0001790	Pa_1_12930	alignments/orthologs1254.fas
1458	OG0001995	Pa_1_16400	alignments/orthologs1458.fas
2528	OG0003070	Pa_2_1680	alignments/orthologs2528.fas
3645	OG0004191	Pa_2_13840	alignments/orthologs3645.fas
1795	OG0002333	Pa_1_19840	alignments/orthologs1795.fas
1161	OG0001697	Pa_1_13870	alignments/orthologs1161.fas
1584	OG0002122	Pa_1_17590	alignments/orthologs1584.fas
3351	OG0003897	Pa_2_10835	alignments/orthologs3351.fas
6215	OG0006776	Pa_5_12440	alignments/orthologs6215.fas
4709	OG0005259	Pa_4_120	alignments/orthologs4709.fas
5759	OG0006316	Pa_5_1060	alignments/orthologs5759.fas
4667	OG0005217	Pa_3_11193	alignments/orthologs4667.fas
7626	OG0008190	Pa_7_4600	alignments/orthologs7626.fas
5876	OG0006435	Pa_5_12770	alignments/orthologs5876.fas
3352	OG0003898	Pa_2_10850	alignments/orthologs3352.fas
4134	OG0004682	Pa_3_5270	alignments/orthologs4134.fas
8553	OG0009120	Pa_7_630	alignments/orthologs8553.fas
6197	OG0006758	Pa_5_12211	alignments/orthologs6197.fas
2812	OG0003356	Pa_2_4840	alignments/orthologs2812.fas
1036	OG0001572	Pa_1_11950	alignments/orthologs1036.fas
5437	OG0005992	Pa_4_6040	alignments/orthologs5437.fas
5188	OG0005742	Pa_4_8730	alignments/orthologs5188.fas
3887	OG0004434	Pa_3_2100	alignments/orthologs3887.fas
4465	OG0005015	Pa_3_8770	alignments/orthologs4465.fas
7512	OG0008076	Pa_6_10180	alignments/orthologs7512.fas
2852	OG0003396	Pa_2_5290	alignments/orthologs2852.fas
2167	OG0002708	Pa_1_24050	alignments/orthologs2167.fas
7111	OG0007675	Pa_6_1160	alignments/orthologs7111.fas
6419	OG0006980	Pa_5_8840	alignments/orthologs6419.fas
786	OG0001322	Pa_1_9250	alignments/orthologs0786.fas
6331	OG0006892	Pa_5_7755	alignments/orthologs6331.fas
928	OG0001464	Pa_1_10775	alignments/orthologs0928.fas
7758	OG0008323	Pa_7_2920	alignments/orthologs7758.fas
3413	OG0003959	Pa_2_11490	alignments/orthologs3413.fas
1908	OG0002446	Pa_1_21020	alignments/orthologs1908.fas
6397	OG0006958	Pa_5_8610	alignments/orthologs6397.fas
2173	OG0002714	Pa_1_24120	alignments/orthologs2173.fas
1444	OG0001981	Pa_1_16270	alignments/orthologs1444.fas
7184	OG0007748	Pa_6_350	alignments/orthologs7184.fas
4234	OG0004783	Pa_3_6360	alignments/orthologs4234.fas
2357	OG0002898	Pa_0_1200	alignments/orthologs2357.fas
7827	OG0008393	Pa_7_2110	alignments/orthologs7827.fas
3089	OG0003635	Pa_2_7840	alignments/orthologs3089.fas
4391	OG0004940	Pa_3_7960	alignments/orthologs4391.fas
5343	OG0005898	Pa_4_7086	alignments/orthologs5343.fas
143	OG0000678	Pa_1_2510	alignments/orthologs0143.fas
5461	OG0006016	Pa_4_5810	alignments/orthologs5461.fas
7552	OG0008116	Pa_6_10740	alignments/orthologs7552.fas
6228	OG0006789	Pa_5_7500	alignments/orthologs6228.fas
5186	OG0005740	Pa_4_8760	alignments/orthologs5186.fas
7645	OG0008209	Pa_7_4410	alignments/orthologs7645.fas
7911	OG0008477	Pa_7_5470	alignments/orthologs7911.fas
6030	OG0006590	Pa_5_4950	alignments/orthologs6030.fas
5821	OG0006378	Pa_5_165	alignments/orthologs5821.fas
6582	OG0007143	Pa_5_11117	alignments/orthologs6582.fas
5342	OG0005897	Pa_4_7100	alignments/orthologs5342.fas
5300	OG0005855	Pa_4_7520	alignments/orthologs5300.fas
7697	OG0008261	Pa_7_3800	alignments/orthologs7697.fas
3068	OG0003614	Pa_2_7590	alignments/orthologs3068.fas
6324	OG0006885	Pa_5_7670	alignments/orthologs6324.fas
5913	OG0006473	Pa_5_3665	alignments/orthologs5913.fas
2163	OG0002704	Pa_1_24010	alignments/orthologs2163.fas
4750	OG0005301	Pa_4_615	alignments/orthologs4750.fas
8312	OG0008879	Pa_7_10060	alignments/orthologs8312.fas
2211	OG0002752	Pa_1_24590	alignments/orthologs2211.fas
7068	OG0007632	Pa_6_1590	alignments/orthologs7068.fas
4207	OG0004756	Pa_3_6070	alignments/orthologs4207.fas
3658	OG0004204	Pa_2_13680	alignments/orthologs3658.fas
752	OG0001288	Pa_1_8870	alignments/orthologs0752.fas
1803	OG0002341	Pa_1_19940	alignments/orthologs1803.fas
5683	OG0006239	Pa_5_2090	alignments/orthologs5683.fas
6867	OG0007429	Pa_6_5880	alignments/orthologs6867.fas
4397	OG0004946	Pa_3_8020	alignments/orthologs4397.fas
28	OG0000562	Pa_1_1310	alignments/orthologs0028.fas
5041	OG0005595	Pa_4_3635	alignments/orthologs5041.fas
3401	OG0003947	Pa_2_11370	alignments/orthologs3401.fas
7117	OG0007681	Pa_6_1070	alignments/orthologs7117.fas
3178	OG0003724	Pa_2_9000	alignments/orthologs3178.fas
561	OG0001097	Pa_1_6940	alignments/orthologs0561.fas
5133	OG0005687	Pa_4_9280	alignments/orthologs5133.fas
3516	OG0004062	Pa_2_12560	alignments/orthologs3516.fas
59	OG0000594	Pa_1_1670	alignments/orthologs0059.fas
6401	OG0006962	Pa_5_8645	alignments/orthologs6401.fas
1965	OG0002506	Pa_1_21900	alignments/orthologs1965.fas
4010	OG0004558	Pa_3_3970	alignments/orthologs4010.fas
2799	OG0003342	Pa_2_4640	alignments/orthologs2799.fas
193	OG0000728	Pa_1_3075	alignments/orthologs0193.fas
5048	OG0005602	Pa_4_3560	alignments/orthologs5048.fas
4334	OG0004883	Pa_3_7380	alignments/orthologs4334.fas
5357	OG0005912	Pa_4_6930	alignments/orthologs5357.fas
7047	OG0007611	Pa_6_1830	alignments/orthologs7047.fas
7981	OG0008547	Pa_7_6370	alignments/orthologs7981.fas
5580	OG0006136	Pa_4_4330	alignments/orthologs5580.fas
3065	OG0003611	Pa_2_7560	alignments/orthologs3065.fas
1531	OG0002069	Pa_1_17100	alignments/orthologs1531.fas
8319	OG0008886	Pa_7_10130	alignments/orthologs8319.fas
1422	OG0001959	Pa_1_15990	alignments/orthologs1422.fas
1591	OG0002129	Pa_1_17650	alignments/orthologs1591.fas
7116	OG0007680	Pa_6_1090	alignments/orthologs7116.fas
5878	OG0006437	Pa_5_12690	alignments/orthologs5878.fas
5232	OG0005787	Pa_4_8260	alignments/orthologs5232.fas
4925	OG0005479	Pa_4_2640	alignments/orthologs4925.fas
5123	OG0005677	Pa_4_9380	alignments/orthologs5123.fas
1888	OG0002426	Pa_1_20825	alignments/orthologs1888.fas
4333	OG0004882	Pa_3_7370	alignments/orthologs4333.fas
3821	OG0004368	Pa_3_1760	alignments/orthologs3821.fas
4619	OG0005169	Pa_3_10340	alignments/orthologs4619.fas
551	OG0001087	Pa_1_6840	alignments/orthologs0551.fas
3018	OG0003564	Pa_2_7050	alignments/orthologs3018.fas
4876	OG0005430	Pa_4_2180	alignments/orthologs4876.fas
353	OG0000889	Pa_1_4670	alignments/orthologs0353.fas
4379	OG0004928	Pa_3_7830	alignments/orthologs4379.fas
3475	OG0004021	Pa_2_12100	alignments/orthologs3475.fas
2252	OG0002793	Pa_1_630	alignments/orthologs2252.fas
609	OG0001145	Pa_1_7390	alignments/orthologs0609.fas
2324	OG0002865	Pa_0_830	alignments/orthologs2324.fas
6532	OG0007093	Pa_5_10125	alignments/orthologs6532.fas
875	OG0001411	Pa_1_10210	alignments/orthologs0875.fas
5549	OG0006105	Pa_4_4720	alignments/orthologs5549.fas
5418	OG0005973	Pa_4_6245	alignments/orthologs5418.fas
4887	OG0005441	Pa_0_360	alignments/orthologs4887.fas
4579	OG0005129	Pa_3_9910	alignments/orthologs4579.fas
5574	OG0006130	Pa_4_4410	alignments/orthologs5574.fas
6663	OG0007225	Pa_6_3740	alignments/orthologs6663.fas
469	OG0001005	Pa_1_6040	alignments/orthologs0469.fas
2284	OG0002825	Pa_1_280	alignments/orthologs2284.fas
4467	OG0005017	Pa_3_8790	alignments/orthologs4467.fas
3867	OG0004414	Pa_3_2370	alignments/orthologs3867.fas
5449	OG0006004	Pa_4_5910	alignments/orthologs5449.fas
7264	OG0007828	Pa_6_6915	alignments/orthologs7264.fas
2075	OG0002616	Pa_1_23100	alignments/orthologs2075.fas
7290	OG0007854	Pa_6_7173	alignments/orthologs7290.fas
3279	OG0003825	Pa_2_9970	alignments/orthologs3279.fas
8611	OG0009178	Pa_7_20	alignments/orthologs8611.fas
7258	OG0007822	Pa_6_6870	alignments/orthologs7258.fas
4329	OG0004878	Pa_3_7330	alignments/orthologs4329.fas
5498	OG0006054	Pa_4_5240	alignments/orthologs5498.fas
5757	OG0006314	Pa_5_1090	alignments/orthologs5757.fas
6816	OG0007378	Pa_6_5380	alignments/orthologs6816.fas
7816	OG0008382	Pa_7_2210	alignments/orthologs7816.fas
7445	OG0008009	Pa_6_9280	alignments/orthologs7445.fas
4087	OG0004635	Pa_3_4750	alignments/orthologs4087.fas
8528	OG0009095	Pa_7_932	alignments/orthologs8528.fas
5802	OG0006359	Pa_5_550	alignments/orthologs5802.fas
3982	OG0004530	Pa_3_3690	alignments/orthologs3982.fas
7738	OG0008303	Pa_7_3230	alignments/orthologs7738.fas
1247	OG0001783	Pa_1_13000	alignments/orthologs1247.fas
3557	OG0004103	Pa_2_12960	alignments/orthologs3557.fas
4204	OG0004753	Pa_3_6030	alignments/orthologs4204.fas
1477	OG0002015	Pa_1_16580	alignments/orthologs1477.fas
1466	OG0002004	Pa_1_16480	alignments/orthologs1466.fas
532	OG0001068	Pa_1_6660	alignments/orthologs0532.fas
5944	OG0006504	Pa_5_4030	alignments/orthologs5944.fas
604	OG0001140	Pa_1_7345	alignments/orthologs0604.fas
2398	OG0002939	Pa_2_350	alignments/orthologs2398.fas
7227	OG0007791	Pa_6_6520	alignments/orthologs7227.fas
5084	OG0005638	Pa_4_3220	alignments/orthologs5084.fas
7235	OG0007799	Pa_6_6620	alignments/orthologs7235.fas
1006	OG0001542	Pa_1_11630	alignments/orthologs1006.fas
7048	OG0007612	Pa_6_1810	alignments/orthologs7048.fas
5514	OG0006070	Pa_4_5100	alignments/orthologs5514.fas
3839	OG0004386	Pa_3_1960	alignments/orthologs3839.fas
4971	OG0005525	Pa_4_3110	alignments/orthologs4971.fas
2478	OG0003020	Pa_2_1130	alignments/orthologs2478.fas
2376	OG0002917	Pa_2_150	alignments/orthologs2376.fas
3825	OG0004372	Pa_3_1810	alignments/orthologs3825.fas
8192	OG0008758	Pa_7_8750	alignments/orthologs8192.fas
1791	OG0002329	Pa_1_19800	alignments/orthologs1791.fas
2819	OG0003363	Pa_2_4940	alignments/orthologs2819.fas
7686	OG0008250	Pa_7_3920	alignments/orthologs7686.fas
3933	OG0004481	Pa_3_3130	alignments/orthologs3933.fas
6982	OG0007544	Pa_6_2785	alignments/orthologs6982.fas
4699	OG0005249	Pa_3_10700	alignments/orthologs4699.fas
4343	OG0004892	Pa_3_7470	alignments/orthologs4343.fas
1193	OG0001729	Pa_1_13570	alignments/orthologs1193.fas
4717	OG0005267	Pa_4_210	alignments/orthologs4717.fas
2599	OG0003141	Pa_2_2440	alignments/orthologs2599.fas
4104	OG0004652	Pa_3_4930	alignments/orthologs4104.fas
7254	OG0007818	Pa_6_6830	alignments/orthologs7254.fas
5755	OG0006312	Pa_5_1110	alignments/orthologs5755.fas
2372	OG0002913	Pa_2_110	alignments/orthologs2372.fas
2598	OG0003140	Pa_2_2430	alignments/orthologs2598.fas
6485	OG0007046	Pa_5_9610	alignments/orthologs6485.fas
4650	OG0005200	Pa_3_11340	alignments/orthologs4650.fas
1566	OG0002104	Pa_1_17420	alignments/orthologs1566.fas
280	OG0000816	Pa_1_3910	alignments/orthologs0280.fas
385	OG0000921	Pa_1_5110	alignments/orthologs0385.fas
3348	OG0003894	Pa_2_10800	alignments/orthologs3348.fas
5840	OG0006398	Pa_5_12620	alignments/orthologs5840.fas
3845	OG0004392	Pa_3_2680	alignments/orthologs3845.fas
6159	OG0006719	Pa_5_11710	alignments/orthologs6159.fas
425	OG0000961	Pa_1_5500	alignments/orthologs0425.fas
6511	OG0007072	Pa_5_9900	alignments/orthologs6511.fas
7420	OG0007984	Pa_6_9000	alignments/orthologs7420.fas
2300	OG0002841	Pa_0_495	alignments/orthologs2300.fas
1032	OG0001568	Pa_1_11910	alignments/orthologs1032.fas
4174	OG0004723	Pa_3_5720	alignments/orthologs4174.fas
3860	OG0004407	Pa_3_2470	alignments/orthologs3860.fas
4038	OG0004586	Pa_3_4250	alignments/orthologs4038.fas
2645	OG0003187	Pa_2_2950	alignments/orthologs2645.fas
2519	OG0003061	Pa_2_1570	alignments/orthologs2519.fas
6696	OG0007258	Pa_6_4080	alignments/orthologs6696.fas
8244	OG0008810	Pa_7_9280	alignments/orthologs8244.fas
52	OG0000587	Pa_1_1600	alignments/orthologs0052.fas
4046	OG0004594	Pa_3_4340	alignments/orthologs4046.fas
8265	OG0008832	Pa_7_9510	alignments/orthologs8265.fas
562	OG0001098	Pa_1_6968	alignments/orthologs0562.fas
3643	OG0004189	Pa_2_13860	alignments/orthologs3643.fas
861	OG0001397	Pa_1_10060	alignments/orthologs0861.fas
4439	OG0004988	Pa_3_8490	alignments/orthologs4439.fas
8189	OG0008755	Pa_7_8710	alignments/orthologs8189.fas
1798	OG0002336	Pa_1_19870	alignments/orthologs1798.fas
5852	OG0006411	Pa_5_13040	alignments/orthologs5852.fas
3269	OG0003815	Pa_2_9860	alignments/orthologs3269.fas
1858	OG0002396	Pa_1_20480	alignments/orthologs1858.fas
4312	OG0004861	Pa_3_7170	alignments/orthologs4312.fas
4953	OG0005507	Pa_4_2940	alignments/orthologs4953.fas
8066	OG0008632	Pa_7_7440	alignments/orthologs8066.fas
7840	OG0008406	Pa_7_1970	alignments/orthologs7840.fas
5462	OG0006017	Pa_4_5820	alignments/orthologs5462.fas
4160	OG0004708	Pa_3_5520	alignments/orthologs4160.fas
2828	OG0003372	Pa_2_5040	alignments/orthologs2828.fas
7479	OG0008043	Pa_6_9770	alignments/orthologs7479.fas
574	OG0001110	Pa_1_7090	alignments/orthologs0574.fas
1440	OG0001977	Pa_1_16230	alignments/orthologs1440.fas
1574	OG0002112	Pa_1_17490	alignments/orthologs1574.fas
1519	OG0002057	Pa_1_17010	alignments/orthologs1519.fas
6471	OG0007032	Pa_5_9430	alignments/orthologs6471.fas
6137	OG0006697	Pa_5_6160	alignments/orthologs6137.fas
2363	OG0002904	Pa_0_1270	alignments/orthologs2363.fas
6094	OG0006654	Pa_5_5680	alignments/orthologs6094.fas
2152	OG0002693	Pa_1_23890	alignments/orthologs2152.fas
2695	OG0003237	Pa_2_3440	alignments/orthologs2695.fas
1688	OG0002226	Pa_1_18720	alignments/orthologs1688.fas
1239	OG0001775	Pa_1_13090	alignments/orthologs1239.fas
6624	OG0007186	Pa_6_11430	alignments/orthologs6624.fas
3392	OG0003938	Pa_2_11270	alignments/orthologs3392.fas
4181	OG0004730	Pa_3_5800	alignments/orthologs4181.fas
3112	OG0003658	Pa_2_8220	alignments/orthologs3112.fas
7309	OG0007873	Pa_6_7555	alignments/orthologs7309.fas
4403	OG0004952	Pa_3_8090	alignments/orthologs4403.fas
6552	OG0007113	Pa_5_11503	alignments/orthologs6552.fas
4683	OG0005233	Pa_3_10920	alignments/orthologs4683.fas
3602	OG0004148	Pa_2_13440	alignments/orthologs3602.fas
885	OG0001421	Pa_1_10300	alignments/orthologs0885.fas
7979	OG0008545	Pa_7_6350	alignments/orthologs7979.fas
3633	OG0004179	Pa_2_13960	alignments/orthologs3633.fas
5022	OG0005576	Pa_4_3860	alignments/orthologs5022.fas
4764	OG0005315	Pa_4_750	alignments/orthologs4764.fas
1809	OG0002347	Pa_1_20005	alignments/orthologs1809.fas
6021	OG0006581	Pa_5_4860	alignments/orthologs6021.fas
7160	OG0007724	Pa_6_620	alignments/orthologs7160.fas
4469	OG0005019	Pa_3_8805	alignments/orthologs4469.fas
1082	OG0001618	Pa_1_12430	alignments/orthologs1082.fas
6914	OG0007476	Pa_6_3510	alignments/orthologs6914.fas
4801	OG0005352	Pa_4_1105	alignments/orthologs4801.fas
6036	OG0006596	Pa_5_5020	alignments/orthologs6036.fas
7215	OG0007779	Pa_6_6350	alignments/orthologs7215.fas
1236	OG0001772	Pa_1_13150	alignments/orthologs1236.fas
3266	OG0003812	Pa_2_9840	alignments/orthologs3266.fas
2257	OG0002798	Pa_1_600	alignments/orthologs2257.fas
8451	OG0009018	Pa_7_11450	alignments/orthologs8451.fas
7466	OG0008030	Pa_6_9500	alignments/orthologs7466.fas
4614	OG0005164	Pa_3_10310	alignments/orthologs4614.fas
6121	OG0006681	Pa_5_6000	alignments/orthologs6121.fas
1939	OG0002477	Pa_1_21350	alignments/orthologs1939.fas
3017	OG0003563	Pa_2_7040	alignments/orthologs3017.fas
1101	OG0001637	Pa_1_12640	alignments/orthologs1101.fas
8153	OG0008719	Pa_7_8340	alignments/orthologs8153.fas
8133	OG0008699	Pa_7_8210	alignments/orthologs8133.fas
76	OG0000611	Pa_1_1850	alignments/orthologs0076.fas
4767	OG0005318	Pa_4_758	alignments/orthologs4767.fas
6249	OG0006810	Pa_5_7237	alignments/orthologs6249.fas
3187	OG0003733	Pa_2_8730	alignments/orthologs3187.fas
5102	OG0005656	Pa_4_9590	alignments/orthologs5102.fas
1120	OG0001656	Pa_1_14290	alignments/orthologs1120.fas
6344	OG0006905	Pa_5_8010	alignments/orthologs6344.fas
7586	OG0008150	Pa_6_11130	alignments/orthologs7586.fas
4103	OG0004651	Pa_3_4920	alignments/orthologs4103.fas
7622	OG0008186	Pa_7_4640	alignments/orthologs7622.fas
6961	OG0007523	Pa_6_2990	alignments/orthologs6961.fas
